home,H100054,Home100054,375,5,TRUE,82875,
apartment,A100054,Apartment100054,183,2,19,3,107238
terrain,T100054,Terrain100054,110,TRUE,120670,,
home,H100055,Home100055,398,1,TRUE,238402,
apartment,A100055,Apartment100055,233,1,4,1,223214
terrain,T100055,Terrain100055,125,FALSE,127625,,
home,H100056,Home100056,254,4,TRUE,245872,
apartment,A100056,Apartment100056,189,6,20,0,84861
terrain,T100056,Terrain100056,248,FALSE,26536,,
home,H100057,Home100057,174,2,FALSE,104052,
apartment,A100057,Apartment100057,198,6,10,3,38016
home,H100058,Home100058,235,6,FALSE,128780,
apartment,A100058,Apartment100058,225,1,19,1,127125
terrain,T100058,Terrain100058,190,FALSE,185440,,
home,H100059,Home100059,309,2,TRUE,146466,
apartment,A100059,Apartment100059,128,5,12,3,49152
home,H100060,Home100060,269,4,FALSE,216276,
apartment,A100060,Apartment100060,248,2,18,3,132184
terrain,T100060,Terrain100060,153,FALSE,159579,,
apartment,A100061,Apartment100061,223,5,8,4,166135
terrain,T100061,Terrain100061,170,TRUE,95710,,
home,H100062,Home100062,365,5,FALSE,89060,
apartment,A100062,Apartment100062,123,4,16,4,58671
home,H100063,Home100063,270,5,FALSE,256770,
apartment,A100063,Apartment100063,155,3,3,1,146940
terrain,T100063,Terrain100063,241,TRUE,252327,,
home,H100064,Home100064,277,3,TRUE,189468,
apartment,A100064,Apartment100064,122,1,8,4,20374
terrain,T100064,Terrain100064,218,FALSE,100498,,
home,H100065,Home100065,309,3,FALSE,148011,
apartment,A100065,Apartment100065,138,4,12,1,58650
terrain,T100065,Terrain100065,191,TRUE,163114,,
home,H100066,Home100066,247,6,FALSE,117325,
apartment,A100066,Apartment100066,246,3,7,3,194094
terrain,T100066,Terrain100066,192,FALSE,167616,,
home,H100067,Home100067,226,1,FALSE,144414,
apartment,A100067,Apartment100067,140,3,2,3,80500
terrain,T100067,Terrain100067,101,FALSE,47571,,
home,H100068,Home100068,234,4,FALSE,46332,
apartment,A100068,Apartment100068,122,5,12,2,24522
home,H100069,Home100069,272,6,TRUE,132736,
apartment,A100069,Apartment100069,151,5,1,4,162325
terrain,T100069,Terrain100069,204,TRUE,59568,,
apartment,A100070,Apartment100070,154,5,1,1,31570
terrain,T100070,Terrain100070,166,TRUE,121512,,
home,H100071,Home100071,242,5,FALSE,186582,
apartment,A100071,Apartment100071,141,2,19,0,57669
home,H100072,Home100072,324,2,FALSE,101088,
apartment,A100072,Apartment100072,158,5,20,0,29388
terrain,T100072,Terrain100072,210,TRUE,220290,,
home,H100073,Home100073,152,5,TRUE,81928,
apartment,A100073,Apartment100073,236,4,20,4,32568
terrain,T100073,Terrain100073,151,FALSE,106002,,
home,H100074,Home100074,170,5,FALSE,156910,
apartment,A100074,Apartment100074,191,6,4,0,129307
terrain,T100074,Terrain100074,122,FALSE,80276,,
home,H100075,Home100075,152,5,TRUE,27512,
home,H100076,Home100076,215,2,FALSE,79120,
apartment,A100076,Apartment100076,130,4,1,2,62790
home,H100077,Home100077,239,3,TRUE,99424,
apartment,A100077,Apartment100077,179,4,16,0,76791
home,H100078,Home100078,207,2,TRUE,49680,
apartment,A100078,Apartment100078,108,3,1,1,114480
terrain,T100078,Terrain100078,114,FALSE,108984,,
home,H100079,Home100079,390,6,TRUE,78780,
apartment,A100079,Apartment100079,173,3,12,4,72833
terrain,T100079,Terrain100079,109,TRUE,40221,,
apartment,A100080,Apartment100080,178,5,16,0,146494
terrain,T100080,Terrain100080,238,FALSE,36176,,
home,H100081,Home100081,208,1,TRUE,134784,
apartment,A100081,Apartment100081,176,6,14,2,104544
terrain,T100081,Terrain100081,187,TRUE,29359,,
home,H100082,Home100082,118,2,FALSE,32568,
apartment,A100082,Apartment100082,170,5,10,4,29070
terrain,T100082,Terrain100082,216,TRUE,63504,,
home,H100083,Home100083,197,4,FALSE,21473,
terrain,T100083,Terrain100083,118,FALSE,91214,,
terrain,T100084,Terrain100084,143,TRUE,105963,,
home,H100085,Home100085,159,2,TRUE,74571,
apartment,A100085,Apartment100085,174,2,15,1,135720
terrain,T100085,Terrain100085,206,FALSE,189108,,
home,H100086,Home100086,291,6,FALSE,160341,
terrain,T100086,Terrain100086,200,FALSE,23600,,
home,H100087,Home100087,296,5,FALSE,70152,
apartment,A100087,Apartment100087,192,4,1,4,59712
terrain,T100087,Terrain100087,141,FALSE,89253,,
home,H100088,Home100088,291,1,FALSE,82935,
apartment,A100088,Apartment100088,119,3,19,4,117453
terrain,T100088,Terrain100088,186,TRUE,126108,,
apartment,A100089,Apartment100089,218,2,10,3,132108
terrain,T100089,Terrain100089,211,FALSE,200239,,
apartment,A100090,Apartment100090,244,1,4,3,42212
terrain,T100090,Terrain100090,222,FALSE,103896,,
home,H100091,Home100091,275,4,FALSE,52525,
apartment,A100091,Apartment100091,160,6,7,2,64000
terrain,T100091,Terrain100091,220,TRUE,67540,,
home,H100092,Home100092,344,6,FALSE,203648,
apartment,A100092,Apartment100092,174,5,4,4,83694
terrain,T100092,Terrain100092,193,FALSE,113098,,
apartment,A100093,Apartment100093,197,6,7,0,162328
terrain,T100093,Terrain100093,248,TRUE,205840,,
home,H100094,Home100094,338,5,FALSE,41574,
apartment,A100094,Apartment100094,115,2,17,3,44275
home,H100095,Home100095,216,5,TRUE,110808,
apartment,A100095,Apartment100095,215,1,20,0,190920
terrain,T100095,Terrain100095,218,TRUE,110744,,
home,H100096,Home100096,144,3,TRUE,148032,
apartment,A100096,Apartment100096,136,3,3,0,130152
terrain,T100096,Terrain100096,109,FALSE,111725,,
home,H100097,Home100097,343,5,FALSE,96383,
apartment,A100097,Apartment100097,131,2,13,4,134799
terrain,T100097,Terrain100097,156,FALSE,117936,,
apartment,A100098,Apartment100098,177,3,17,2,23010
terrain,T100098,Terrain100098,109,FALSE,44363,,
home,H100099,Home100099,106,6,TRUE,90736,
apartment,A100099,Apartment100099,189,3,12,0,149499
terrain,T100099,Terrain100099,123,FALSE,29274,,
home,H1000100,Home1000100,198,2,FALSE,106722,
apartment,A1000100,Apartment1000100,129,6,3,4,66048
apartment,A1000101,Apartment1000101,189,3,9,4,99414
terrain,T1000101,Terrain1000101,130,FALSE,125710,,
home,H1000102,Home1000102,193,5,FALSE,126029,
terrain,T1000102,Terrain1000102,212,TRUE,230656,,
home,H1000103,Home1000103,270,6,FALSE,37530,
terrain,T1000103,Terrain1000103,132,TRUE,41712,,
apartment,A1000104,Apartment1000104,227,3,13,4,179557
home,H1000105,Home1000105,317,6,TRUE,145820,
apartment,A1000105,Apartment1000105,155,2,1,3,137330
terrain,T1000105,Terrain1000105,181,FALSE,19548,,
home,H1000106,Home1000106,188,3,TRUE,53768,
terrain,T1000106,Terrain1000106,182,TRUE,147966,,
home,H1000107,Home1000107,262,1,FALSE,71002,
terrain,T1000107,Terrain1000107,208,TRUE,81952,,
apartment,A1000108,Apartment1000108,126,3,7,2,109746
terrain,T1000108,Terrain1000108,205,FALSE,95735,,
home,H1000109,Home1000109,393,3,TRUE,47160,
terrain,T1000109,Terrain1000109,128,TRUE,133376,,
home,H1000110,Home1000110,190,4,FALSE,161880,
apartment,A1000110,Apartment1000110,216,6,13,0,85536
terrain,T1000110,Terrain1000110,209,FALSE,127072,,
home,H1000111,Home1000111,272,3,TRUE,239904,
apartment,A1000111,Apartment1000111,203,3,16,3,185339
apartment,A1000112,Apartment1000112,222,3,13,1,94128
terrain,T1000112,Terrain1000112,147,FALSE,106281,,
home,H1000113,Home1000113,336,2,TRUE,189840,
apartment,A1000113,Apartment1000113,114,1,4,0,38304
terrain,T1000113,Terrain1000113,206,FALSE,58504,,
home,H1000114,Home1000114,348,4,FALSE,86652,
apartment,A1000114,Apartment1000114,108,4,2,1,31860
terrain,T1000114,Terrain1000114,192,TRUE,177408,,
apartment,A1000115,Apartment1000115,143,6,7,1,134134
terrain,T1000115,Terrain1000115,143,TRUE,42614,,
home,H1000116,Home1000116,279,4,TRUE,158193,
terrain,T1000116,Terrain1000116,248,TRUE,198400,,
home,H1000117,Home1000117,133,5,TRUE,21280,
apartment,A1000117,Apartment1000117,141,4,20,1,25098
terrain,T1000117,Terrain1000117,130,TRUE,79950,,
home,H1000118,Home1000118,343,1,TRUE,304241,
apartment,A1000118,Apartment1000118,206,3,17,2,162534
terrain,T1000118,Terrain1000118,131,TRUE,88425,,
apartment,A1000119,Apartment1000119,102,2,20,4,92820
terrain,T1000119,Terrain1000119,209,TRUE,93841,,
apartment,A1000120,Apartment1000120,236,4,7,0,181956
terrain,T1000120,Terrain1000120,240,TRUE,167040,,
home,H1000121,Home1000121,205,4,TRUE,31160,
apartment,A1000121,Apartment1000121,238,1,16,0,225148
terrain,T1000121,Terrain1000121,110,FALSE,57750,,
home,H1000122,Home1000122,230,1,TRUE,235060,
apartment,A1000122,Apartment1000122,136,5,8,1,108528
terrain,T1000122,Terrain1000122,161,TRUE,152306,,
home,H1000123,Home1000123,381,2,FALSE,121158,
apartment,A1000123,Apartment1000123,127,6,17,3,123190
terrain,T1000123,Terrain1000123,143,TRUE,88803,,
home,H1000124,Home1000124,280,2,TRUE,129360,
apartment,A1000124,Apartment1000124,195,3,1,1,33540
terrain,T1000124,Terrain1000124,127,TRUE,124206,,
home,H1000125,Home1000125,251,6,FALSE,85089,
terrain,T1000125,Terrain1000125,232,FALSE,215296,,
home,H1000126,Home1000126,345,5,FALSE,155595,
apartment,A1000126,Apartment1000126,185,2,18,1,181670
terrain,T1000126,Terrain1000126,165,FALSE,26235,,
home,H1000127,Home1000127,182,3,FALSE,151970,
terrain,T1000127,Terrain1000127,194,TRUE,183912,,
home,H1000128,Home1000128,112,1,TRUE,15680,
apartment,A1000128,Apartment1000128,152,5,19,4,58824
terrain,T1000128,Terrain1000128,226,TRUE,105994,,
home,H1000129,Home1000129,299,3,FALSE,154882,
terrain,T1000129,Terrain1000129,169,FALSE,28392,,
home,H1000130,Home1000130,305,5,FALSE,86315,
apartment,A1000130,Apartment1000130,158,5,4,0,86426
terrain,T1000130,Terrain1000130,184,FALSE,62192,,
home,H1000131,Home1000131,322,2,FALSE,344540,
terrain,T1000131,Terrain1000131,248,FALSE,86800,,
home,H1000132,Home1000132,142,2,FALSE,40044,
apartment,A1000132,Apartment1000132,135,2,9,3,32535
terrain,T1000132,Terrain1000132,143,FALSE,100100,,
home,H1000133,Home1000133,248,6,TRUE,110608,
apartment,A1000133,Apartment1000133,175,5,15,0,175175
terrain,T1000133,Terrain1000133,168,FALSE,89880,,
home,H1000134,Home1000134,132,5,FALSE,54384,
apartment,A1000134,Apartment1000134,211,6,11,0,21100
terrain,T1000134,Terrain1000134,126,FALSE,121338,,
home,H1000135,Home1000135,170,6,TRUE,62560,
apartment,A1000135,Apartment1000135,246,3,11,3,235914
terrain,T1000135,Terrain1000135,185,FALSE,32190,,
home,H1000136,Home1000136,202,3,TRUE,20402,
terrain,T1000136,Terrain1000136,107,FALSE,63451,,
apartment,A1000137,Apartment1000137,235,4,12,0,156980
terrain,T1000137,Terrain1000137,140,TRUE,73080,,
home,H1000138,Home1000138,282,6,FALSE,178788,
apartment,A1000138,Apartment1000138,176,5,15,3,173360
terrain,T1000138,Terrain1000138,193,FALSE,138960,,
home,H1000139,Home1000139,216,2,TRUE,233712,
terrain,T1000139,Terrain1000139,197,TRUE,216109,,
home,H1000140,Home1000140,143,5,TRUE,47476,
apartment,A1000140,Apartment1000140,180,6,16,2,81720
terrain,T1000140,Terrain1000140,193,TRUE,94763,,
home,H1000141,Home1000141,154,3,TRUE,70840,
home,H1000142,Home1000142,224,5,TRUE,45696,
apartment,A1000142,Apartment1000142,107,2,14,3,88275
terrain,T1000142,Terrain1000142,121,FALSE,24563,,
home,H1000143,Home1000143,152,2,TRUE,88616,
home,H1000144,Home1000144,383,5,FALSE,67025,
apartment,A1000144,Apartment1000144,167,4,18,2,65297
terrain,T1000144,Terrain1000144,247,TRUE,195871,,
terrain,T1000145,Terrain1000145,243,FALSE,145314,,
home,H1000146,Home1000146,198,4,FALSE,177408,
terrain,T1000146,Terrain1000146,184,FALSE,69552,,
home,H1000147,Home1000147,158,2,TRUE,126716,
apartment,A1000147,Apartment1000147,173,4,8,3,102762
terrain,T1000147,Terrain1000147,206,FALSE,35432,,
home,H1000148,Home1000148,239,6,TRUE,135274,
apartment,A1000148,Apartment1000148,138,5,7,2,66378
terrain,T1000148,Terrain1000148,106,TRUE,112890,,
home,H1000149,Home1000149,175,5,FALSE,96950,
apartment,A1000149,Apartment1000149,196,6,3,2,57820
terrain,T1000149,Terrain1000149,203,TRUE,166866,,
apartment,A1000150,Apartment1000150,118,6,19,0,43660
terrain,T1000150,Terrain1000150,143,FALSE,50479,,
home,H1000151,Home1000151,298,1,TRUE,213070,
apartment,A1000151,Apartment1000151,229,5,3,2,92974
terrain,T1000151,Terrain1000151,127,TRUE,59309,,
home,H1000152,Home1000152,161,1,TRUE,155204,
apartment,A1000152,Apartment1000152,233,5,9,1,170090
terrain,T1000152,Terrain1000152,197,TRUE,105395,,
home,H1000153,Home1000153,346,6,TRUE,370912,
terrain,T1000153,Terrain1000153,123,FALSE,124722,,
apartment,A1000154,Apartment1000154,182,3,6,1,155428
terrain,T1000154,Terrain1000154,160,TRUE,100160,,
home,H1000155,Home1000155,246,1,TRUE,233700,
apartment,A1000155,Apartment1000155,247,5,12,2,110162
terrain,T1000155,Terrain1000155,185,TRUE,65120,,
apartment,A1000156,Apartment1000156,174,4,13,1,52548
terrain,T1000156,Terrain1000156,135,FALSE,62505,,
home,H1000157,Home1000157,237,4,FALSE,93378,
terrain,T1000157,Terrain1000157,183,FALSE,32208,,
home,H1000158,Home1000158,389,1,FALSE,75077,
apartment,A1000158,Apartment1000158,215,3,20,1,61060
terrain,T1000158,Terrain1000158,142,TRUE,99258,,
home,H1000159,Home1000159,268,2,FALSE,34304,
apartment,A1000159,Apartment1000159,143,6,13,0,100958
terrain,T1000159,Terrain1000159,111,FALSE,112221,,
home,H1000160,Home1000160,168,1,FALSE,35280,
apartment,A1000160,Apartment1000160,164,5,20,2,147436
terrain,T1000160,Terrain1000160,170,FALSE,146540,,
home,H1000161,Home1000161,385,6,TRUE,119735,
apartment,A1000161,Apartment1000161,144,3,15,4,15120
terrain,T1000161,Terrain1000161,163,FALSE,110188,,
home,H1000162,Home1000162,352,6,FALSE,109120,
apartment,A1000162,Apartment1000162,149,3,3,4,137974
terrain,T1000162,Terrain1000162,213,TRUE,108417,,
home,H1000163,Home1000163,310,1,FALSE,245520,
terrain,T1000163,Terrain1000163,193,FALSE,91096,,
home,H1000164,Home1000164,335,4,FALSE,269675,
apartment,A1000164,Apartment1000164,105,1,4,1,26145
terrain,T1000164,Terrain1000164,207,FALSE,105156,,
home,H1000165,Home1000165,146,5,TRUE,39566,
apartment,A1000165,Apartment1000165,150,2,6,0,145350
home,H1000166,Home1000166,170,4,FALSE,99960,
apartment,A1000166,Apartment1000166,239,4,14,1,194068
apartment,A1000167,Apartment1000167,243,3,20,3,126603
terrain,T1000167,Terrain1000167,212,FALSE,164724,,
home,H1000168,Home1000168,180,4,TRUE,141660,
terrain,T1000168,Terrain1000168,152,FALSE,26904,,
home,H1000169,Home1000169,226,3,FALSE,42488,
apartment,A1000169,Apartment1000169,200,2,18,0,50200
terrain,T1000169,Terrain1000169,118,TRUE,126496,,
apartment,A1000170,Apartment1000170,123,3,11,2,23493
terrain,T1000170,Terrain1000170,239,FALSE,146268,,
home,H1000171,Home1000171,230,3,TRUE,69690,
terrain,T1000171,Terrain1000171,181,TRUE,47784,,
home,H1000172,Home1000172,125,4,TRUE,127625,
apartment,A1000172,Apartment1000172,214,3,11,3,189176
terrain,T1000172,Terrain1000172,141,TRUE,55131,,
home,H1000173,Home1000173,328,4,TRUE,274864,
apartment,A1000173,Apartment1000173,172,3,14,0,108704
apartment,A1000174,Apartment1000174,201,1,9,0,163413
home,H1000175,Home1000175,156,3,TRUE,124956,
apartment,A1000175,Apartment1000175,156,3,12,1,151944
terrain,T1000175,Terrain1000175,162,FALSE,167022,,
home,H1000176,Home1000176,137,6,TRUE,27948,
apartment,A1000176,Apartment1000176,154,4,9,1,123816
terrain,T1000176,Terrain1000176,122,TRUE,110166,,
home,H1000177,Home1000177,285,3,TRUE,253935,
apartment,A1000177,Apartment1000177,229,5,12,1,143812
terrain,T1000177,Terrain1000177,104,FALSE,27456,,
home,H1000178,Home1000178,130,4,FALSE,63310,
apartment,A1000178,Apartment1000178,137,3,4,4,69459
terrain,T1000178,Terrain1000178,206,FALSE,195700,,
home,H1000179,Home1000179,222,6,FALSE,151848,
apartment,A1000179,Apartment1000179,220,1,18,2,47960
terrain,T1000179,Terrain1000179,247,FALSE,264290,,
home,H1000180,Home1000180,364,4,FALSE,79352,
apartment,A1000180,Apartment1000180,188,1,19,4,173712
terrain,T1000180,Terrain1000180,132,TRUE,60192,,
home,H1000181,Home1000181,106,6,FALSE,50668,
terrain,T1000181,Terrain1000181,247,FALSE,138567,,
apartment,A1000182,Apartment1000182,144,1,4,0,70704
terrain,T1000182,Terrain1000182,178,TRUE,190638,,
apartment,A1000183,Apartment1000183,205,5,19,2,216480
terrain,T1000183,Terrain1000183,210,TRUE,31080,,
apartment,A1000184,Apartment1000184,123,3,4,1,62730
terrain,T1000184,Terrain1000184,198,FALSE,41184,,
home,H1000185,Home1000185,228,3,FALSE,41496,
apartment,A1000185,Apartment1000185,238,5,19,0,213724
terrain,T1000185,Terrain1000185,191,TRUE,177057,,
home,H1000186,Home1000186,162,1,FALSE,98658,
apartment,A1000186,Apartment1000186,247,3,6,1,175864
terrain,T1000186,Terrain1000186,121,FALSE,23716,,
apartment,A1000187,Apartment1000187,114,2,9,0,119130
terrain,T1000187,Terrain1000187,134,FALSE,48508,,
apartment,A1000188,Apartment1000188,145,5,3,0,89610
terrain,T1000188,Terrain1000188,181,FALSE,86156,,
apartment,A1000189,Apartment1000189,165,4,14,0,101310
terrain,T1000189,Terrain1000189,207,FALSE,119853,,
home,H1000190,Home1000190,100,4,TRUE,90000,
apartment,A1000190,Apartment1000190,154,3,3,3,63910
terrain,T1000190,Terrain1000190,149,FALSE,44700,,
home,H1000191,Home1000191,366,3,FALSE,272304,
terrain,T1000191,Terrain1000191,148,TRUE,47360,,
home,H1000192,Home1000192,295,5,TRUE,164610,
apartment,A1000192,Apartment1000192,180,2,15,2,75420
home,H1000193,Home1000193,356,4,TRUE,333216,
apartment,A1000193,Apartment1000193,206,3,15,0,161092
terrain,T1000193,Terrain1000193,112,TRUE,114016,,
home,H1000194,Home1000194,207,3,TRUE,75762,
terrain,T1000194,Terrain1000194,225,TRUE,167850,,
home,H1000195,Home1000195,188,3,FALSE,91932,
apartment,A1000195,Apartment1000195,204,2,18,3,114240
terrain,T1000195,Terrain1000195,170,FALSE,33320,,
home,H1000196,Home1000196,128,3,TRUE,107904,
terrain,T1000196,Terrain1000196,225,TRUE,223200,,
home,H1000197,Home1000197,128,2,TRUE,33920,
terrain,T1000197,Terrain1000197,215,TRUE,139105,,
home,H1000198,Home1000198,329,2,TRUE,321104,
apartment,A1000198,Apartment1000198,167,1,4,2,100701
terrain,T1000198,Terrain1000198,185,TRUE,164465,,
home,H1000199,Home1000199,159,4,TRUE,22419,
apartment,A1000199,Apartment1000199,207,5,20,4,41607
terrain,T1000199,Terrain1000199,144,FALSE,51840,,
apartment,A1000200,Apartment1000200,184,3,13,3,144992
terrain,T1000200,Terrain1000200,108,FALSE,51948,,
home,H1000201,Home1000201,344,4,TRUE,336088,
apartment,A1000201,Apartment1000201,152,5,5,3,143944
terrain,T1000201,Terrain1000201,204,FALSE,186252,,
home,H1000202,Home1000202,235,2,TRUE,74025,
terrain,T1000202,Terrain1000202,197,TRUE,69935,,
home,H1000203,Home1000203,350,1,TRUE,365750,
apartment,A1000203,Apartment1000203,150,6,13,1,148500
terrain,T1000204,Terrain1000204,197,FALSE,102440,,
home,H1000205,Home1000205,189,1,FALSE,56889,
terrain,T1000205,Terrain1000205,147,FALSE,93492,,
home,H1000206,Home1000206,243,5,FALSE,127089,
apartment,A1000206,Apartment1000206,214,6,20,1,134820
home,H1000207,Home1000207,216,1,FALSE,181656,
apartment,A1000207,Apartment1000207,124,6,1,1,79980
terrain,T1000207,Terrain1000207,248,FALSE,39680,,
home,H1000208,Home1000208,191,2,FALSE,52907,
apartment,A1000208,Apartment1000208,202,1,2,1,86658
terrain,T1000208,Terrain1000208,105,FALSE,38220,,
home,H1000209,Home1000209,399,5,FALSE,45486,
terrain,T1000209,Terrain1000209,229,TRUE,26106,,
home,H1000210,Home1000210,261,6,FALSE,217935,
apartment,A1000210,Apartment1000210,225,6,3,2,85275
home,H1000211,Home1000211,247,4,TRUE,41249,
apartment,A1000211,Apartment1000211,188,5,8,4,42300
terrain,T1000211,Terrain1000211,125,TRUE,54250,,
home,H1000212,Home1000212,124,5,TRUE,84940,
apartment,A1000212,Apartment1000212,191,5,10,3,23684
terrain,T1000212,Terrain1000212,186,FALSE,125736,,
home,H1000213,Home1000213,381,4,TRUE,112395,
apartment,A1000213,Apartment1000213,167,4,19,1,174181
